date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
01:18:21	73205/73205	---M--	200	added ('OK')	image/jpeg	date:Fri,%2027%20Nov%202015%2011:44:02%20GMT	http://rscard.novembit.com/img/uploads/portfolio/portfolio-thumb-02-large.jpg	C:/My%20Web%20Sites/efefee/rscard.novembit.com/img/uploads/portfolio/portfolio-thumb-02-large.jpg	(from http://rscard.novembit.com/)
01:18:21	5494/5494	---M--	200	added ('OK')	image/png	date:Thu,%2017%20Dec%202015%2009:21:05%20GMT	http://rscard.novembit.com/img/uploads/logos/logo-bootstrap.png	C:/My%20Web%20Sites/efefee/rscard.novembit.com/img/uploads/logos/logo-bootstrap.png	(from http://rscard.novembit.com/)
01:18:22	91178/91178	---M--	200	added ('OK')	image/jpeg	date:Fri,%2027%20Nov%202015%2011:44:06%20GMT	http://rscard.novembit.com/img/uploads/portfolio/portfolio-thumb-04-large.jpg	C:/My%20Web%20Sites/efefee/rscard.novembit.com/img/uploads/portfolio/portfolio-thumb-04-large.jpg	(from http://rscard.novembit.com/)
01:18:22	5720/5720	---M--	200	added ('OK')	image/png	date:Thu,%2017%20Dec%202015%2010:07:11%20GMT	http://rscard.novembit.com/img/uploads/logos/logo-jasmine.png	C:/My%20Web%20Sites/efefee/rscard.novembit.com/img/uploads/logos/logo-jasmine.png	(from http://rscard.novembit.com/)
01:18:22	9111/9111	---M--	200	added ('OK')	image/png	date:Thu,%2017%20Dec%202015%2009:36:55%20GMT	http://rscard.novembit.com/img/uploads/logos/logo-jquery.png	C:/My%20Web%20Sites/efefee/rscard.novembit.com/img/uploads/logos/logo-jquery.png	(from http://rscard.novembit.com/)
01:18:23	2920/2920	---M--	200	added ('OK')	image/jpeg	date:Fri,%2027%20Nov%202015%2011:46:58%20GMT	http://rscard.novembit.com/img/uploads/rs-avatar-60x60.jpg	C:/My%20Web%20Sites/efefee/rscard.novembit.com/img/uploads/rs-avatar-60x60.jpg	(from http://rscard.novembit.com/)
01:18:28	57542/57542	---M--	200	added ('OK')	image/jpeg	date:Fri,%2027%20Nov%202015%2011:47:10%20GMT	http://rscard.novembit.com/img/uploads/thumb-449x286-1.jpg	C:/My%20Web%20Sites/efefee/rscard.novembit.com/img/uploads/thumb-449x286-1.jpg	(from http://rscard.novembit.com/)
01:18:31	40402/40402	---M--	200	added ('OK')	image/jpeg	date:Wed,%2009%20Dec%202015%2007:08:07%20GMT	http://rscard.novembit.com/img/uploads/rs-calendar-cover.jpg	C:/My%20Web%20Sites/efefee/rscard.novembit.com/img/uploads/rs-calendar-cover.jpg	(from http://rscard.novembit.com/)
01:18:31	59429/59429	---M--	200	added ('OK')	image/jpeg	date:Fri,%2027%20Nov%202015%2011:47:12%20GMT	http://rscard.novembit.com/img/uploads/thumb-449x286-5.jpg	C:/My%20Web%20Sites/efefee/rscard.novembit.com/img/uploads/thumb-449x286-5.jpg	(from http://rscard.novembit.com/)
01:18:40	48304/48304	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2006%20Oct%202015%2003:35:10%20GMT	http://rscard.novembit.com/fonts/map-icons/fonts/map-icons.eot	C:/My%20Web%20Sites/efefee/rscard.novembit.com/fonts/map-icons/fonts/map-icons.eot	(from http://rscard.novembit.com/fonts/map-icons/css/map-icons.min.css)
01:18:41	48132/48132	---M--	200	added ('OK')	application/x-font-ttf	date:Tue,%2006%20Oct%202015%2003:35:10%20GMT	http://rscard.novembit.com/fonts/map-icons/fonts/map-icons.ttf	C:/My%20Web%20Sites/efefee/rscard.novembit.com/fonts/map-icons/fonts/map-icons.ttf	(from http://rscard.novembit.com/fonts/map-icons/css/map-icons.min.css)
01:18:48	204034/204034	---M--	200	added ('OK')	image/svg+xml	date:Tue,%2006%20Oct%202015%2003:35:10%20GMT	http://rscard.novembit.com/fonts/map-icons/fonts/map-icons.svg	C:/My%20Web%20Sites/efefee/rscard.novembit.com/fonts/map-icons/fonts/map-icons.svg	(from http://rscard.novembit.com/fonts/map-icons/css/map-icons.min.css)
01:18:51	10664/10664	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2008%20Dec%202015%2010:29:34%20GMT	http://rscard.novembit.com/fonts/icomoon/fonts/icomoon.eot?84tdzo	C:/My%20Web%20Sites/efefee/rscard.novembit.com/fonts/icomoon/fonts/icomoon876d.eot	(from http://rscard.novembit.com/fonts/icomoon/style.css)
01:18:52	48208/48208	---M--	200	added ('OK')	application/x-font-woff	date:Tue,%2006%20Oct%202015%2003:35:10%20GMT	http://rscard.novembit.com/fonts/map-icons/fonts/map-icons.woff	C:/My%20Web%20Sites/efefee/rscard.novembit.com/fonts/map-icons/fonts/map-icons.woff	(from http://rscard.novembit.com/fonts/map-icons/css/map-icons.min.css)
01:18:53	10500/10500	---M--	200	added ('OK')	application/x-font-ttf	date:Tue,%2008%20Dec%202015%2010:29:34%20GMT	http://rscard.novembit.com/fonts/icomoon/fonts/icomoon.ttf?84tdzo	C:/My%20Web%20Sites/efefee/rscard.novembit.com/fonts/icomoon/fonts/icomoon876d.ttf	(from http://rscard.novembit.com/fonts/icomoon/style.css)
01:18:54	33282/33282	---M--	200	added ('OK')	image/svg+xml	date:Tue,%2008%20Dec%202015%2010:29:34%20GMT	http://rscard.novembit.com/fonts/icomoon/fonts/icomoon.svg?84tdzo	C:/My%20Web%20Sites/efefee/rscard.novembit.com/fonts/icomoon/fonts/icomoon876d.svg	(from http://rscard.novembit.com/fonts/icomoon/style.css)
01:18:56	10576/10576	---M--	200	added ('OK')	application/x-font-woff	date:Tue,%2008%20Dec%202015%2010:29:34%20GMT	http://rscard.novembit.com/fonts/icomoon/fonts/icomoon.woff?84tdzo	C:/My%20Web%20Sites/efefee/rscard.novembit.com/fonts/icomoon/fonts/icomoon876d.woff	(from http://rscard.novembit.com/fonts/icomoon/style.css)
01:18:56	8581/8581	---M--	200	added ('OK')	image/gif	date:Sat,%2031%20Aug%202013%2004:29:46%20GMT	http://rscard.novembit.com/js/plugins/jquery.bxslider/images/bx_loader.gif	C:/My%20Web%20Sites/efefee/rscard.novembit.com/js/plugins/jquery.bxslider/images/bx_loader.gif	(from http://rscard.novembit.com/js/plugins/jquery.bxslider/jquery.bxslider.css)
01:18:57	2806/2806	---M--	200	added ('OK')	image/png	date:Sat,%2031%20Aug%202013%2004:29:46%20GMT	http://rscard.novembit.com/js/plugins/jquery.bxslider/images/controls.png	C:/My%20Web%20Sites/efefee/rscard.novembit.com/js/plugins/jquery.bxslider/images/controls.png	(from http://rscard.novembit.com/js/plugins/jquery.bxslider/jquery.bxslider.css)
01:18:57	2998/2998	---M--	200	added ('OK')	image/png	date:Mon,%2005%20Oct%202015%2017:50:38%20GMT	http://rscard.novembit.com/js/plugins/jquery.customscroll/mCSB_buttons.png	C:/My%20Web%20Sites/efefee/rscard.novembit.com/js/plugins/jquery.customscroll/mCSB_buttons.png	(from http://rscard.novembit.com/js/plugins/jquery.customscroll/jquery.mCustomScrollbar.min.css)
01:18:57	1029/1029	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2008%20Oct%202015%2017:40:00%20GMT	http://rscard.novembit.com/js/plugins/jquery.mediaelement/bigplay.svg	C:/My%20Web%20Sites/efefee/rscard.novembit.com/js/plugins/jquery.mediaelement/bigplay.svg	(from http://rscard.novembit.com/js/plugins/jquery.mediaelement/mediaelementplayer.min.css)
01:18:58	3001/3001	---M--	200	added ('OK')	image/png	date:Thu,%2008%20Oct%202015%2017:40:00%20GMT	http://rscard.novembit.com/js/plugins/jquery.mediaelement/bigplay.png	C:/My%20Web%20Sites/efefee/rscard.novembit.com/js/plugins/jquery.mediaelement/bigplay.png	(from http://rscard.novembit.com/js/plugins/jquery.mediaelement/mediaelementplayer.min.css)
01:18:58	166/166	---M--	200	added ('OK')	image/png	date:Thu,%2008%20Oct%202015%2017:40:00%20GMT	http://rscard.novembit.com/js/plugins/jquery.mediaelement/background.png	C:/My%20Web%20Sites/efefee/rscard.novembit.com/js/plugins/jquery.mediaelement/background.png	(from http://rscard.novembit.com/js/plugins/jquery.mediaelement/mediaelementplayer.min.css)
01:18:59	4764/4764	---M--	200	added ('OK')	image/svg+xml	date:Tue,%2010%20Nov%202015%2021:48:46%20GMT	http://rscard.novembit.com/js/plugins/jquery.mediaelement/controls.svg	C:/My%20Web%20Sites/efefee/rscard.novembit.com/js/plugins/jquery.mediaelement/controls.svg	(from http://rscard.novembit.com/js/plugins/jquery.mediaelement/mediaelementplayer.min.css)
01:19:00	1644/1644	---M--	200	added ('OK')	image/png	date:Tue,%2010%20Nov%202015%2021:48:24%20GMT	http://rscard.novembit.com/js/plugins/jquery.mediaelement/controls.png	C:/My%20Web%20Sites/efefee/rscard.novembit.com/js/plugins/jquery.mediaelement/controls.png	(from http://rscard.novembit.com/js/plugins/jquery.mediaelement/mediaelementplayer.min.css)
01:19:00	6224/6224	---M--	200	added ('OK')	image/gif	date:Thu,%2008%20Oct%202015%2017:40:00%20GMT	http://rscard.novembit.com/js/plugins/jquery.mediaelement/loading.gif	C:/My%20Web%20Sites/efefee/rscard.novembit.com/js/plugins/jquery.mediaelement/loading.gif	(from http://rscard.novembit.com/js/plugins/jquery.mediaelement/mediaelementplayer.min.css)
01:19:00	1563/1563	---M--	200	added ('OK')	image/png	date:Thu,%2008%20Oct%202015%2017:40:00%20GMT	http://rscard.novembit.com/js/plugins/jquery.mediaelement/jumpforward.png	C:/My%20Web%20Sites/efefee/rscard.novembit.com/js/plugins/jquery.mediaelement/jumpforward.png	(from http://rscard.novembit.com/js/plugins/jquery.mediaelement/mediaelementplayer.min.css)
01:19:01	1362/1362	---M--	200	added ('OK')	image/png	date:Thu,%2013%20Jun%202013%2007:12:28%20GMT	http://rscard.novembit.com/js/plugins/jquery.fancybox/fancybox_sprite.png	C:/My%20Web%20Sites/efefee/rscard.novembit.com/js/plugins/jquery.fancybox/fancybox_sprite.png	(from http://rscard.novembit.com/js/plugins/jquery.fancybox/jquery.fancybox.css)
01:19:01	4245/4245	---M--	200	added ('OK')	image/png	date:Thu,%2008%20Oct%202015%2017:40:00%20GMT	http://rscard.novembit.com/js/plugins/jquery.mediaelement/skipback.png	C:/My%20Web%20Sites/efefee/rscard.novembit.com/js/plugins/jquery.mediaelement/skipback.png	(from http://rscard.novembit.com/js/plugins/jquery.mediaelement/mediaelementplayer.min.css)
01:19:02	43/43	---M--	200	added ('OK')	image/gif	date:Thu,%2013%20Jun%202013%2007:12:28%20GMT	http://rscard.novembit.com/js/plugins/jquery.fancybox/blank.gif	C:/My%20Web%20Sites/efefee/rscard.novembit.com/js/plugins/jquery.fancybox/blank.gif	(from http://rscard.novembit.com/js/plugins/jquery.fancybox/jquery.fancybox.css)
01:19:02	6567/6567	---M--	200	added ('OK')	image/gif	date:Thu,%2013%20Jun%202013%2007:12:28%20GMT	http://rscard.novembit.com/js/plugins/jquery.fancybox/fancybox_loading.gif	C:/My%20Web%20Sites/efefee/rscard.novembit.com/js/plugins/jquery.fancybox/fancybox_loading.gif	(from http://rscard.novembit.com/js/plugins/jquery.fancybox/jquery.fancybox.css)
01:19:03	1003/1003	---M--	200	added ('OK')	image/png	date:Thu,%2013%20Jun%202013%2007:12:28%20GMT	http://rscard.novembit.com/js/plugins/jquery.fancybox/fancybox_overlay.png	C:/My%20Web%20Sites/efefee/rscard.novembit.com/js/plugins/jquery.fancybox/fancybox_overlay.png	(from http://rscard.novembit.com/js/plugins/jquery.fancybox/jquery.fancybox.css)
01:19:04	6553/6553	---M--	200	added ('OK')	image/png	date:Thu,%2013%20Jun%202013%2007:12:28%20GMT	http://rscard.novembit.com/js/plugins/jquery.fancybox/fancybox_sprite@2x.png	C:/My%20Web%20Sites/efefee/rscard.novembit.com/js/plugins/jquery.fancybox/fancybox_sprite@2x.png	(from http://rscard.novembit.com/js/plugins/jquery.fancybox/jquery.fancybox.css)
01:19:05	116/116	---M--	200	added ('OK')	image/png	date:Mon,%2014%20Apr%202014%2014:33:26%20GMT	http://rscard.novembit.com/js/plugins/jquery.owlcarousel/grabbing.png	C:/My%20Web%20Sites/efefee/rscard.novembit.com/js/plugins/jquery.owlcarousel/grabbing.png	(from http://rscard.novembit.com/js/plugins/jquery.owlcarousel/owl.carousel.css)
01:19:05	13984/13984	---M--	200	added ('OK')	image/gif	date:Thu,%2013%20Jun%202013%2007:12:28%20GMT	http://rscard.novembit.com/js/plugins/jquery.fancybox/fancybox_loading@2x.gif	C:/My%20Web%20Sites/efefee/rscard.novembit.com/js/plugins/jquery.fancybox/fancybox_loading@2x.gif	(from http://rscard.novembit.com/js/plugins/jquery.fancybox/jquery.fancybox.css)
01:19:05	1517/1517	---M--	200	added ('OK')	image/gif	date:Mon,%2014%20Apr%202014%2014:33:26%20GMT	http://rscard.novembit.com/js/plugins/jquery.owlcarousel/AjaxLoader.gif	C:/My%20Web%20Sites/efefee/rscard.novembit.com/js/plugins/jquery.owlcarousel/AjaxLoader.gif	(from http://rscard.novembit.com/js/plugins/jquery.owlcarousel/owl.theme.css)
01:19:06	282766/282766	---MC-	200	added ('OK')	text/javascript	date:Fri,%2016%20Oct%202015%2018:27:31%20GMT	http://ajax.googleapis.com/ajax/libs/jquery/1/jquery.js	C:/My%20Web%20Sites/efefee/ajax.googleapis.com/ajax/libs/jquery/1/jquery.js	(from http://rscard.novembit.com/)
01:19:07	1394/1394	---M--	200	added ('OK')	image/png	date:Mon,%2009%20Nov%202015%2023:39:38%20GMT	http://rscard.novembit.com/img/fancybox_sprite.png	C:/My%20Web%20Sites/efefee/rscard.novembit.com/img/fancybox_sprite.png	(from http://rscard.novembit.com/style.css)
01:19:07	261109/261109	---M--	200	added ('OK')	application/javascript	date:Fri,%2018%20Dec%202015%2014:27:07%20GMT	http://rscard.novembit.com/js/site.min.js	C:/My%20Web%20Sites/efefee/rscard.novembit.com/js/site.min.js	(from http://rscard.novembit.com/)
01:19:07	11682/11682	---M--	200	added ('OK')	image/gif	date:Tue,%2010%20Nov%202015%2018:09:38%20GMT	http://rscard.novembit.com/img/ajax-loader.gif	C:/My%20Web%20Sites/efefee/rscard.novembit.com/img/ajax-loader.gif	(from http://rscard.novembit.com/style.css)
